id,code,education_stage,grade,component,field,knowledge_object,description,source_document
2c4d6e04-5373-507d-b40b-644f54d9e4a1,EF07MA04,EF_AF,7,Matemática,Números,"Números inteiros: usos, história, ordenação, associação com pontos da reta numérica e operações",Resolver e elaborar problemas que envolvam operações com números inteiros.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
bc9e4b21-5113-5cc5-9528-ffdb8c30b179,EF07MA05,EF_AF,7,Matemática,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Resolver um mesmo problema utilizando diferentes algoritmos.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
17744e92-4eb1-5ece-989f-4ac6106dad19,EF07MA06,EF_AF,7,Matemática,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Reconhecer que as resoluções de um grupo de problemas que têm a mesma estrutura podem ser obtidas utilizando os mesmos procedimentos.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
b0357f69-1313-5722-9e04-3e745eab3683,EF07MA07,EF_AF,7,Matemática,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador",Representar por meio de um fluxograma os passos utilizados para resolver um grupo de problemas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
d4dd374a-37fc-5fb8-b21f-864398c4ad17,EF07MA08,EF_AF,7,Matemática,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador","Comparar e ordenar frações associadas às ideias de partes de inteiros, resultado da divisão, razão e operador.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
0c940f7e-f678-5229-be26-dd9f62e79e02,EF07MA09,EF_AF,7,Matemática,Números,"Fração e seus significados: como parte de inteiros, resultado da divisão, razão e operador","Utilizar, na resolução de problemas, a associação entre razão e fração, como a fração 2/3 para expressar a razão de duas partes de uma grandeza para três partes da mesma ou três partes de outra grandeza.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
3839c5c1-ea93-58f9-8a7e-86d3bb95e018,EF07MA10,EF_AF,7,Matemática,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações",Comparar e ordenar números racionais em diferentes contextos e associá-los a pontos da reta numérica.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
bad02624-b957-5a4f-a951-fd633a2b8ff3,EF07MA11,EF_AF,7,Matemática,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações","Compreender e utilizar a multiplicação e a divisão de números racionais, a relação entre elas e suas propriedades operatórias.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
32092ea2-ed2e-5513-a61f-aac7985116da,EF07MA12,EF_AF,7,Matemática,Números,"Números racionais na representação fracionária e na decimal: usos, ordenação e associação com pontos da reta numérica e operações",Resolver e elaborar problemas que envolvam as operações com números racionais.,"BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
c7376334-35c6-5102-a814-c2bdab12beaa,EF07MA13,EF_AF,7,Matemática,Álgebra,Linguagem algébrica: variável e incógnita,"Compreender a ideia de variável, representada por letra ou símbolo, para expressar relação entre duas grandezas, diferenciando-a da ideia de incógnita.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
1086af40-82d0-513f-8a0b-680865f0dcf7,EF07MA17,EF_AF,7,Matemática,Álgebra,Problemas envolvendo grandezas diretamente proporcionais e grandezas inversamente proporcionais,"Resolver e elaborar problemas que envolvam variação de proporcionalidade direta e de proporcionalidade inversa entre duas grandezas, utilizando sentença algébrica para expressar a relação entre elas.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
e6412cd0-4d68-5566-8126-16339ada488c,EF07MA18,EF_AF,7,Matemática,Álgebra,Equações polinomiais do 1º grau,"Resolver e elaborar problemas que possam ser representados por equações polinomiais de 1º grau, redutíveis à forma ax + b = c, fazendo uso das propriedades da igualdade.","BRASIL. Base Nacional Comum Curricular (2018), p. 306–307; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 308–309"
f618f099-41d1-5ca6-86ce-a6d97c122cc1,EF07MA29,EF_AF,7,Matemática,Grandezas e medidas,Problemas envolvendo medições,"Resolver e elaborar problemas que envolvam medidas de grandezas inseridos em contextos oriundos de situações cotidianas ou de outras áreas do conhecimento, reconhecendo que toda medida empírica é aproximada.","BRASIL. Base Nacional Comum Curricular (2018), p. 308–309; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 310–311"
dd13eb11-0f92-503d-9a32-1c3ee1126b6b,EF07MA30,EF_AF,7,Matemática,Grandezas e medidas,"Cálculo de volume de blocos retangulares, utilizando unidades de medida convencionais mais usuais","Resolver e elaborar problemas de cálculo de medida do volume de blocos retangulares, envolvendo as unidades usuais (metro cúbico, decímetro cúbico e centímetro cúbico).","BRASIL. Base Nacional Comum Curricular (2018), p. 308–309; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 310–311"
a5d65348-8551-59fa-a1b0-bcaa16545633,EF07MA32,EF_AF,7,Matemática,Grandezas e medidas,"Equivalência de área de figuras planas: cálculo de áreas de figuras que podem ser decompostas por outras, cujas áreas podem ser facilmente determinadas como triângulos e quadriláteros","Resolver e elaborar problemas de cálculo de medida de área de figuras planas que podem ser decompostas por quadrados, retângulos e/ou triângulos, utilizando a equivalência entre áreas.","BRASIL. Base Nacional Comum Curricular (2018), p. 308–309; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 310–311"
bcb76815-8bd3-5b0c-8cdf-854ade211c33,EF07MA34,EF_AF,7,Matemática,Probabilidade e estatística,Experimentos aleatórios: espaço amostral e estimativa de probabilidade por meio de frequência de ocorrências,Planejar e realizar experimentos aleatórios ou simulações que envolvem cálculo de probabilidades ou estimativas por meio de frequência de ocorrências.,"BRASIL. Base Nacional Comum Curricular (2018), p. 310–311; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 312–313"
cc78544d-5f4e-5519-9817-34e2616ce85d,EF07MA35,EF_AF,7,Matemática,Probabilidade e estatística,Estatística: média e amplitude de um conjunto de dados,"Compreender, em contextos significativos, o significado de média estatística como indicador da tendência de uma pesquisa, calcular seu valor e relacioná-lo, intuitivamente, com a amplitude do conjunto de dados.","BRASIL. Base Nacional Comum Curricular (2018), p. 310–311; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 312–313"
ed1ed6d2-349a-55b3-8e55-edf1a60f34c5,EF07MA36,EF_AF,7,Matemática,Probabilidade e estatística,"Pesquisa amostral e pesquisa censitária Planejamento de pesquisa, coleta e organização dos dados, construção de tabelas e gráficos e interpretação das informações","Planejar e realizar pesquisa envolvendo tema da realidade social, identificando a necessidade de ser censitária ou de usar amostra, e interpretar os dados para comunicá-los por meio de relatório escrito, tabelas e gráficos, com o apoio de planilhas eletrônicas.","BRASIL. Base Nacional Comum Curricular (2018), p. 310–311; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 312–313"
b719f213-bd65-541b-8223-532b8ddb4dc5,EF07MA37,EF_AF,7,Matemática,Probabilidade e estatística,"Gráficos de setores: interpretação, pertinência e construção para representar conjunto de dados",Interpretar e analisar dados apresentados em gráfico de setores divulgados pela mídia e compreender quando é possível ou conveniente sua utilização.,"BRASIL. Base Nacional Comum Curricular (2018), p. 310–311; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 312–313"
e84eb4aa-d182-5055-9aae-cb03b51c519a,EF08CI01,EF_AF,8,Ciências,Matéria e energia,Fontes e tipos de energia Transformação de energia Cálculo de consumo de energia elétrica Circuitos elétricos Uso consciente de energia elétrica,"Identificar e classificar diferentes fontes (renováveis e não renováveis) e tipos de energia utilizados em residências, comunidades ou cidades.","BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
1842ce39-c609-5150-9254-c6554a900f4b,EF08CI04,EF_AF,8,Ciências,Matéria e energia,Fontes e tipos de energia Transformação de energia Cálculo de consumo de energia elétrica Circuitos elétricos Uso consciente de energia elétrica,Calcular o consumo de eletrodomésticos a partir dos dados de potência (descritos no próprio equipamento) e tempo médio de uso para avaliar o impacto de cada equipamento no consumo doméstico mensal.,"BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
16f6a0e5-f6f9-50fb-a380-33440a17ce7d,EF08CI05,EF_AF,8,Ciências,Matéria e energia,Fontes e tipos de energia Transformação de energia Cálculo de consumo de energia elétrica Circuitos elétricos Uso consciente de energia elétrica,"Propor ações coletivas para otimizar o uso de energia elétrica em sua escola e/ou comunidade, com base na seleção de equipamentos segundo critérios de sustentabilidade (consumo de energia e eficiência energética) e hábitos de consumo responsável.","BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
a3f11760-db39-52dd-856c-89b2e07cae76,EF08CI06,EF_AF,8,Ciências,Matéria e energia,Fontes e tipos de energia Transformação de energia Cálculo de consumo de energia elétrica Circuitos elétricos Uso consciente de energia elétrica,"Discutir e avaliar usinas de geração de energia elétrica (termelétricas, hidrelétricas, eólicas etc.), suas semelhanças e diferenças, seus impactos socioambientais, e como essa energia chega e é usada em sua cidade, comunidade, casa ou escola.","BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
46a9ac1a-638e-5f94-9745-fe9e554bf2c7,EF08CI09,EF_AF,8,Ciências,Vida e evolução,Mecanismos reprodutivos Sexualidade,Comparar o modo de ação e a eficácia dos diversos métodos contraceptivos e justificar a necessidade de compartilhar a responsabilidade na escolha e na utilização do método mais adequado à prevenção da gravidez precoce e indesejada e de Doenças Sexualmente Transmissíveis (DST).,"BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
73b4a9e0-8909-5bfd-8c0c-60441902d933,EF08CI10,EF_AF,8,Ciências,Vida e evolução,Mecanismos reprodutivos Sexualidade,"Identificar os principais sintomas, modos de transmissão e tratamento de algumas DST (com ênfase na AIDS), e discutir estratégias e métodos de prevenção.","BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
bc79b15c-6c15-5c05-9b4d-ab8c3b4bb5a9,EF08CI11,EF_AF,8,Ciências,Vida e evolução,Mecanismos reprodutivos Sexualidade,"Selecionar argumentos que evidenciem as múltiplas dimensões da sexualidade humana (biológica, sociocultural, afetiva e ética).","BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
d1936607-0e57-58bc-a18f-8157baeae724,EF08CI14,EF_AF,8,Ciências,Terra e Universo,"Sistema Sol, Terra e Lua Clima",Relacionar climas regionais aos padrões de circulação atmosférica e oceânica e ao aquecimento desigual causado pela forma e pelos movimentos da Terra.,"BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
e8f28ffa-fe72-514c-be3a-e963ede89824,EF08CI15,EF_AF,8,Ciências,Terra e Universo,"Sistema Sol, Terra e Lua Clima",Identificar as principais variáveis envolvidas na previsão do tempo e simular situações nas quais elas possam ser medidas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
560c77c2-893e-56ed-b0c4-71b2f78bba34,EF08CI16,EF_AF,8,Ciências,Terra e Universo,"Sistema Sol, Terra e Lua Clima",Discutir iniciativas que contribuam para restabelecer o equilíbrio ambiental a partir da identificação de alterações climáticas regionais e globais provocadas pela intervenção humana.,"BRASIL. Base Nacional Comum Curricular (2018), p. 348–349; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 350–351"
4fcf7ee7-a998-5eb1-9d3f-a3e7f2eeec5b,EF08ER01,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes",Discutir como as crenças e convicções podem influenciar escolhas e atitudes pessoais e coletivas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
e3da24eb-41fa-51a3-842e-5af1731b0020,EF08ER02,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Crenças, convicções e atitudes","Analisar filosofias de vida, manifestações e tradições religiosas destacando seus princípios éticos.","BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
922fd522-e38c-5b95-852d-4129427af8e7,EF08ER04,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","Discutir como filosofias de vida, tradições e instituições religiosas podem influenciar diferentes campos da esfera pública (política, saúde, educação, economia).","BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
3320f3f5-5ed1-5c39-bb0a-246c86b244f3,EF08ER05,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública",Debater sobre as possibilidades e os limites da interferência das tradições religiosas na esfera pública.,"BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
3ebbaecd-df65-535b-ae25-698c7f64494b,EF08ER06,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Crenças, filosofias de vida e esfera pública","Analisar práticas, projetos e políticas públicas que contribuem para a promoção da liberdade de pensamento, crenças e convicções.","BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
bd3db318-bc29-5cda-8bfb-cecbf3c8dbe9,EF08ER07,EF_AF,8,Ensino Religioso,Crenças religiosas e filosofias de vida,"Tradições religiosas, mídias e tecnologias",Analisar as formas de uso das mídias e tecnologias pelas diferentes denominações religiosas.,"BRASIL. Base Nacional Comum Curricular (2018), p. 456–457; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 458–459"
856d95b1-3c6c-5cdd-9310-2879f5dbebb2,EF08GE01,EF_AF,8,Geografia,O sujeito e seu lugar no mundo,Distribuição da população mundial e deslocamentos populacionais,"Descrever as rotas de dispersão da população humana pelo planeta e os principais fluxos migratórios em diferentes períodos da história, discutindo os fatores históricos e condicionantes físico-naturais associados à distribuição da população humana pelos continentes.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
d33d4c7a-06ff-5510-8e5c-0487c839a017,EF08GE02,EF_AF,8,Geografia,O sujeito e seu lugar no mundo,Diversidade e dinâmica da população mundial e local,"Relacionar fatos e situações representativas da história das famílias do Município em que se localiza a escola, considerando a diversidade e os fluxos migratórios da população mundial.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
5a859dd3-80e5-55e9-8a18-008f4d18bf0e,EF08GE03,EF_AF,8,Geografia,O sujeito e seu lugar no mundo,Diversidade e dinâmica da população mundial e local,"Analisar aspectos representativos da dinâmica demográfica, considerando características da população (perfil etário, crescimento vegetativo e mobilidade espacial).","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
efba45c1-dfa2-574e-81be-8753e315a79e,EF08GE04,EF_AF,8,Geografia,O sujeito e seu lugar no mundo,Diversidade e dinâmica da população mundial e local,"Compreender os fluxos de migração na América Latina (movimentos voluntários e forçados, assim como fatores e áreas de expulsão e atração) e as principais políticas migratórias da região.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
1a29964b-cfd5-5f04-98d8-0b224ffcc113,EF08GE05,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Aplicar os conceitos de Estado, nação, território, governo e país para o entendimento de conflitos e tensões na contemporaneidade, com destaque para as situações geopolíticas na América e na África e suas múltiplas regionalizações a partir do pós-guerra.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
63070d29-d254-5127-ab26-43165355e1e4,EF08GE06,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Analisar a atuação das organizações mundiais nos processos de integração cultural e econômica nos contextos americano e africano, reconhecendo, em seus lugares de vivência, marcas desses processos.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
39746d3d-b3af-5508-bb34-63c39674adf5,EF08GE07,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Analisar os impactos geoeconômicos, geoestratégicos e geopolíticos da ascensão dos Estados Unidos da América no cenário internacional em sua posição de liderança global e na relação com a China e o Brasil.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
3a812702-8946-54ff-a9e6-3e6ea5a4d507,EF08GE08,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Analisar a situação do Brasil e de outros países da América Latina e da África, assim como da potência estadunidense na ordem mundial do pós-guerra.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
97c1a215-b833-53e5-bb94-a38a6e5ae959,EF08GE09,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Analisar os padrões econômicos mundiais de produção, distribuição e intercâmbio dos produtos agrícolas e industrializados, tendo como referência os Estados Unidos da América e os países denominados de Brics (Brasil, Rússia, Índia, China e África do Sul).","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
2826d390-a983-5c73-baaf-cba9e6c2468e,EF08GE10,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Distinguir e analisar conflitos e ações dos movimentos sociais brasileiros, no campo e na cidade, comparando com outros movimentos sociais existentes nos países latino-americanos.","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
087f90dd-d24c-5721-90f0-50744d008d0e,EF08GE11,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,Analisar áreas de conflito e tensões nas regiões de fronteira do continente latino-americano e o papel de organismos internacionais e regionais de cooperação nesses cenários.,"BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
293c00fb-12ea-5a43-a0cb-e8894794ab11,EF08GE12,EF_AF,8,Geografia,Conexões e escalas,Corporações e organismos internacionais e do Brasil na ordem econômica mundial,"Compreender os objetivos e analisar a importância dos organismos de integração do território americano (Mercosul, OEA, OEI, Nafta, Unasul, Alba, Comunidade Andina, Aladi, entre outros).","BRASIL. Base Nacional Comum Curricular (2018), p. 388–389; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 390–391"
715c9809-2203-537a-889f-8e7e696a358b,EF08GE13,EF_AF,8,Geografia,Mundo do trabalho,Os diferentes contextos e os meios técnico e tecnológico na produção,Analisar a influência do desenvolvimento científico e tecnológico na caracterização dos tipos de trabalho e na economia dos espaços urbanos e rurais da América e da África.,"BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
adbc6b94-3a1f-542c-88b4-ea46c6d6752d,EF08GE14,EF_AF,8,Geografia,Mundo do trabalho,Os diferentes contextos e os meios técnico e tecnológico na produção,"Analisar os processos de desconcentração, descentralização e recentralização das atividades econômicas a partir do capital estadunidense e chinês em diferentes regiões no mundo, com destaque para o Brasil.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
ff082ab6-cc94-5334-a1a7-d547cd687f3c,EF08GE15,EF_AF,8,Geografia,Mundo do trabalho,Transformações do espaço na sociedade urbano-industrial na América Latina,"Analisar a importância dos principais recursos hídricos da America Latina (Aquífero Guarani, Bacias do rio da Prata, do Amazonas e do Orinoco, sistemas de nuvens na Amazônia e nos Andes, entre outros) e discutir os desafios relacionados à gestão e comercialização da água.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
17b23ecd-703b-5393-a835-931a137d243f,EF08GE16,EF_AF,8,Geografia,Mundo do trabalho,Transformações do espaço na sociedade urbano-industrial na América Latina,"Analisar as principais problemáticas comuns às grandes cidades latino-americanas, particularmente aquelas relacionadas à distribuição, estrutura e dinâmica da população e às condições de vida e trabalho.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
6df8beb6-9a3c-570c-81ca-2456fd226925,EF08GE17,EF_AF,8,Geografia,Mundo do trabalho,Transformações do espaço na sociedade urbano-industrial na América Latina,"Analisar a segregação socioespacial em ambientes urbanos da América Latina, com atenção especial ao estudo de favelas, alagados e zona de riscos.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
b275d3f9-d4d7-57f0-b7c1-99eb37351e82,EF08GE18,EF_AF,8,Geografia,Formas de representação e pensamento espacial,"Cartografia: anamorfose, croquis e mapas temáticos da América e África","Elaborar mapas ou outras formas de representação cartográfica para analisar as redes e as dinâmicas urbanas e rurais, ordenamento territorial, contextos culturais, modo de vida e usos e ocupação de solos da África e América.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
fa9ba592-99e8-566c-a9c9-c0731479c283,EF08GE19,EF_AF,8,Geografia,Formas de representação e pensamento espacial,"Cartografia: anamorfose, croquis e mapas temáticos da América e África","Interpretar cartogramas, mapas esquemáticos (croquis) e anamorfoses geográficas com informações geográficas acerca da África e América.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
8075ea8f-9d8c-58fc-b550-bc3371e4a11f,EF08GE20,EF_AF,8,Geografia,"Natureza, ambientes e qualidade de vida","Identidades e interculturalidades regionais: Estados Unidos da América, América espanhola e portuguesa e África","Analisar características de países e grupos de países da América e da África no que se refere aos aspectos populacionais, urbanos, políticos e econômicos, e discutir as desigualdades sociais e econômicas e as pressões sobre a natureza e suas riquezas (sua apropriação e valoração na produção e circulação), o que resulta na espoliação desses povos.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
3863e786-0c40-598a-a657-bcae6302c2ff,EF08GE21,EF_AF,8,Geografia,"Natureza, ambientes e qualidade de vida","Identidades e interculturalidades regionais: Estados Unidos da América, América espanhola e portuguesa e África","Analisar o papel ambiental e territorial da Antártica no contexto geopolítico, sua relevância para os países da América do Sul e seu valor como área destinada à pesquisa e à compreensão do ambiente global.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
667cff4c-d66f-56f3-8405-ff92aef29a6c,EF08GE22,EF_AF,8,Geografia,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Identificar os principais recursos naturais dos países da América Latina, analisando seu uso para a produção de matéria-prima e energia e sua relevância para a cooperação entre os países do Mercosul.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
6c5d4651-454f-51bb-8bca-cba2cfdc4f1c,EF08GE23,EF_AF,8,Geografia,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Identificar paisagens da América Latina e associá-las, por meio da cartografia, aos diferentes povos da região, com base em aspectos da geomorfologia, da biogeografia e da climatologia.","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
fe5beac8-3433-5d6d-b6f3-18ab03f3ee93,EF08GE24,EF_AF,8,Geografia,"Natureza, ambientes e qualidade de vida",Diversidade ambiental e as transformações nas paisagens na América Latina,"Analisar as principais características produtivas dos países latino-americanos (como exploração mineral na Venezuela; agricultura de alta especialização e exploração mineira no Chile; circuito da carne nos pampas argentinos e no Brasil; circuito da cana-de-açúcar em Cuba; polígono industrial do sudeste brasileiro e plantações de soja no centro-oeste; maquiladoras mexicanas, entre outros).","BRASIL. Base Nacional Comum Curricular (2018), p. 390–391; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 392–393"
19e00f91-dabd-5df7-9561-93c05d4a4c1e,EF08HI01,EF_AF,8,História,O mundo contemporâneo: o Antigo Regime em crise,A questão do iluminismo e da ilustração,Identificar os principais aspectos conceituais do iluminismo e do liberalismo e discutir a relação entre eles e a organização do mundo contemporâneo.,"BRASIL. Base Nacional Comum Curricular (2018), p. 424–425; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 426–427"
00caefb6-bbd8-5ff5-a1d8-69092827c9b7,EF08HI02,EF_AF,8,História,O mundo contemporâneo: o Antigo Regime em crise,As revoluções inglesas e os princípios do liberalismo,Identificar as particularidades político-sociais da Inglaterra do século XVII e analisar os desdobramentos posteriores à Revolução Gloriosa.,"BRASIL. Base Nacional Comum Curricular (2018), p. 424–425; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 426–427"
a79a03d8-92f7-5d3b-b9f2-3775fa805db6,EF08HI03,EF_AF,8,História,O mundo contemporâneo: o Antigo Regime em crise,"Revolução Industrial e seus impactos na produção e circulação de povos, produtos e culturas","Analisar os impactos da Revolução Industrial na produção e circulação de povos, produtos e culturas.","BRASIL. Base Nacional Comum Curricular (2018), p. 424–425; BNCC_EI_EF_110518_versaofinal_site.pdf, páginas do PDF 426–427"
